molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rctvFG,CNS,MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metabol,QPlogKhsa,HumanAbs,QP%HumanAbs,SAfluorine,SAamideO,PSA,#NandO,RuleOf5,#ringatoms,#in34,#in56,#noncon,#nonHatm,logS
resorcinol,6,0,0,0,0,2,0,-1,110.112,1.472,290.774,0,109.336,181.438,0,425.834,2,1.5,0.005091,0.0072954,0.9413888,11.336,4.776,6.99,6.362,0.8,0.81,-0.901,-3.346,910.046,-0.38,446.789,-2.703,8.995,-0.234,2,-0.685,2,75.636,0,0,45.087,2,0,6,0,6,0,8,0.81
trimethylamine,12,1,0,0,0,0,0,2,59.111,0.807,252.569,242.019,10.551,0,0,354.28,0,2,0.0018363,0,0.9586993,8.024,1.723,2.465,2.369,0.16,0.84,1.667,-2.926,1962.223,0.885,1134.112,-3.777,9.218,-2.917,1,-0.889,3,81.193,0,0,6.654,1,0,0,0,0,0,4,0.84
tetramethylurea,5,0,0,0,1,0,0,1,116.163,5.067,333.751,295.432,38.318,0,0,510.521,0,2,0.0502981,0,0.9255896,14.277,3.317,5.39,4.675,0.19,0.94,-0.31,-1.362,2665.434,0.265,2388.009,-2.226,8.955,-1.169,0,-0.757,3,86.74,0,25.975,31.312,3,0,0,0,0,0,8,0.94
urea,9,0,0,0,1,0,0,-1,60.055,6.266,199.024,0,199.024,0,0,254.19,4,2,0.1544466,0.0200981,0.9750614,4.019,2.929,9.956,12.873,-2.199,1.376,0.611,-0.561,54.054,-0.832,53.803,-5.188,9.71,-1.195,2,-1.368,2,45.31,0,47.202,81.943,3,0,0,0,0,0,4,0.96
2-aminopyridine,6,0,0,0,0,1,0,0,94.116,2.361,273.896,0,85.646,188.25,0,393.965,2,1.5,0.0141447,0.007745,0.9488938,10.768,4.379,6.857,6.427,0.48,0.98,-0.594,-3.257,1526.569,-0.131,781.494,-2.339,8.352,-0.23,2,-0.716,3,80.412,0,0,37.795,2,0,6,0,6,0,7,0.98
2-ethoxyethanol,8,0,0,0,0,4,0,0,90.122,0.463,305.215,248.382,56.832,0,0,435.133,1,3.4,0.0004925,0.0111397,0.9098594,8.692,2.634,4.899,4.771,-0.32,1,-0.312,-2.991,2863.926,-0.135,1542.665,-2.183,10.57,-2.469,2,-0.9,2,79.8,0,0,31.426,2,0,0,0,0,0,6,1
N-methylmorpholine109-02-4,10,1,0,0,0,0,0,2,101.148,1.332,281.572,274.831,6.741,0,0,430.069,0,3.7,0.0041254,0,0.9785919,11.057,2.833,4.477,4.087,-0.33,1,1.463,-2.605,2132.436,0.915,1240.811,-3.706,9.39,-2.647,2,-1.123,3,80.316,0,0,15.502,2,0,6,0,6,4,7,1
morpholine,9,1,0,0,0,0,0,2,87.121,1.951,250.732,220.244,30.487,0,0,368.862,1,3.2,0.0103192,0.0127627,0.9920474,8.608,2.714,5.027,5.146,-0.86,1.06,0.898,-2.387,1269.665,0.755,708.444,-4.144,9.433,-2.724,1,-0.798,2,76.493,0,0,25.15,2,0,6,0,6,4,6,1.06
piperidine(equatorial),11,1,0,0,0,0,0,2,85.149,1.067,282.82,253.734,29.086,0,0,415.459,1,1.5,0.0027392,0.0053037,0.9520811,10.473,2.717,4.592,3.54,0.84,1.07,0.632,-3.034,1309.12,0.748,732.269,-4.118,9.18,-2.91,0,-0.532,3,80.53,0,0,15.371,1,0,6,0,6,5,6,1.07
ethanol,11,0,0,0,0,1,0,1,46.069,1.978,214.913,158.307,56.606,0,0,279.633,1,1.7,0.0139943,0.0079102,0.9622649,4.395,1.39,2.874,3.54,-0.31,1.1,-0.036,-2.143,2878.07,0.096,1550.901,-2.467,10.915,-3.272,1,-0.909,3,82.154,0,0,23.051,1,0,0,0,0,0,3,1.1
pyrimidine,8,0,0,0,0,0,0,1,80.089,2.432,249.554,0,56.583,192.97,0,349.748,0,3,0.0169172,0,0.9619907,9.686,3.398,4.34,4.972,-0.33,1.005,0.433,-3.067,2879.512,0.156,1551.741,-1.883,10.439,0.402,3,-1.169,3,83.445,0,0,25.726,2,0,6,0,6,0,6,1.1
pyridazine,8,0,0,0,0,0,0,1,80.089,4.301,250.195,0,63.773,186.423,0,351.095,0,3,0.0526807,0,0.9619857,9.677,3.419,4.852,4.978,-0.72,1.1,0.433,-3.036,2461.19,0.104,1309.579,-2.038,10.169,0.666,2,-1.165,3,82.135,0,0,28.717,2,0,6,0,6,0,6,1.1
N;N-dimethylacetamide,9,0,0,0,1,0,0,1,87.121,5.048,287.299,236.492,50.807,0,0,419.726,0,3,0.0607001,0,0.9436433,10.643,2.587,4.897,6.312,-0.77,1.11,0.902,-1.07,1715.029,0.183,1778.381,-2.456,9.33,-1.358,0,-1.288,2,78.202,0,35.154,31.598,2,0,0,0,0,0,6,1.11
Dimethylsulfoxide,8,0,0,0,0,0,0,1,78.129,5.799,248.377,174.453,47.157,0,26.766,343.972,0,4,0.0977779,0,0.9558782,7.612,2.007,5.029,7.087,-1.35,1.11,2.275,-2.246,140.834,0.285,2716.836,-2.389,9.212,-0.314,1,-1.453,2,59.919,0,0,20.351,1,0,0,0,0,0,4,1.11
aceticacid,9,0,0,1,0,0,0,-1,60.052,2.413,216.632,95.595,121.037,0,0,284.027,1,2,0.0205047,0.0092322,0.9646035,5.213,1.935,3.766,4.498,-0.17,1.22,-0.136,-0.297,178.528,-0.304,97.717,-3.75,11.433,-0.876,0,-1.038,2,64.359,0,0,53.584,2,0,0,0,0,0,4,1.22
aziridine,11,0,0,0,0,0,1,1,43.068,2.136,205.749,157.236,48.513,0,0,265.785,1,0,0.0171689,0,0.9716584,4.483,1.289,2.039,2.009,0.393,1.36,0.21,-1.991,3434.4,0.221,1877.333,-2.414,10.063,-2.506,0,-0.795,3,86.75,0,0,19.884,1,0,3,3,0,2,3,1.36
methanol,12,0,0,0,0,0,0,0,32.042,2.04,177.656,112.648,65.008,0,0,215.121,1,1.7,0.0193462,0.009569,0.9773269,2.455,0.805,2.389,3.728,-0.77,1.56,-0.129,-1.899,2395.665,0.11,1271.934,-2.718,11.158,-3.411,1,-0.982,3,80.268,0,0,23.944,1,0,0,0,0,0,2,1.56
acetamide,9,0,0,0,1,0,0,-1,59.068,5.528,220.318,94.873,125.445,0,0,291.014,2,2.5,0.1050012,0.0160474,0.9639573,5.492,2.274,6.765,9.806,-1.289,1.583,0.391,-0.741,281.916,-0.337,305.484,-3.831,9.903,-1.5,1,-1.201,2,61.05,0,44.747,56.094,2,0,0,0,0,0,4,1.58
ethylamine,10,1,0,0,0,1,0,1,45.084,1.515,218.751,154.806,63.946,0,0,287.088,2,1,0.0079907,0.0064649,0.9621092,4.693,1.764,4.006,4.374,-0.13,2.06,1.34,-2.871,611.508,0.441,321.629,-4.665,9.374,-3.055,2,-0.948,2,68.885,0,0,27.091,1,0,0,0,0,0,3,2.06
simvastatin,0,0,0,0,0,7,1,-1,418.572,4.362,687.145,470.396,122.152,94.597,0.000,1360.439,1.000,6.700,0.0139873,0.0097505,0.8641113,44.699,12.545,19.950,9.367,4.680,-5.164,-6.231,-4.182,687.912,-0.949,330.173,-2.765,8.418,0.620,5,0.716,3,100.000,0.000,0.000,84.541,5,0,16,0,16,10,30,-7.14
