molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rctvFG,CNS,MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metabol,QPlogKhsa,HumanAbs,QP%HumanAbs,SAfluorine,SAamideO,PSA,#NandO,RuleOf5,#ringatoms,#in34,#in56,#noncon,#nonHatm
"Hydroxyphenamate",0,0,0,0,0,5,0,-2,209.244,0.000,454.255,129.672,150.365,174.217,0.000,744.181,3.000,3.250,0.0000000,0.0123921,0.8742819,22.081,8.048,13.437,9.512,1.381,-2.344,-2.367,-4.397,371.527,-1.049,169.653,-3.197,0.000,0.000,2,-0.320,3,72.924,0.000,0.000,79.060,4,0,6,0,6,0,15
"Lorazepam",0,0,0,0,0,1,0,0,321.162,0.000,522.298,22.545,128.292,258.180,113.281,892.009,2.000,5.200,0.0000000,0.0140799,0.8580109,31.368,10.457,17.040,11.475,2.454,-4.327,-4.407,-5.061,601.598,-0.381,1192.237,-2.878,0.000,0.000,1,0.015,3,83.591,0.000,0.000,77.693,4,0,17,0,12,1,21
"Mexazolam",0,1,0,0,0,0,0,2,363.243,0.000,543.745,124.711,72.920,233.785,112.330,985.287,1.000,4.250,0.0000000,0.0078162,0.8806660,35.510,10.661,16.392,8.804,3.371,-3.946,-4.743,-5.304,502.692,0.611,1073.294,-4.102,0.000,0.000,4,0.496,3,95.339,0.000,0.000,46.902,4,0,20,0,17,4,24
"Oxazepam",0,0,0,0,0,1,0,0,286.717,0.000,513.963,23.876,130.726,288.140,71.221,861.863,2.000,5.200,0.0000000,0.0143083,0.8521688,30.447,10.060,16.495,11.661,2.125,-4.009,-3.629,-5.298,570.461,-0.522,662.225,-2.818,0.000,0.000,1,-0.062,3,84.920,0.000,0.000,78.230,4,0,17,0,12,1,20
"Oxazolam",0,1,0,0,0,0,0,2,328.797,0.000,545.186,142.567,75.396,255.558,71.664,966.420,1.000,4.250,0.0000000,0.0077955,0.8670909,34.963,10.309,15.901,8.958,3.100,-3.794,-3.923,-5.628,476.228,0.469,606.124,-4.071,0.000,0.000,4,0.440,3,96.135,0.000,0.000,48.285,4,0,20,0,17,4,23
"Temazepam",0,0,0,0,0,1,0,0,300.744,0.000,535.776,98.177,98.347,267.783,71.469,915.786,1.000,5.700,0.0000000,0.0106388,0.8512249,32.411,9.998,15.784,10.382,2.571,-4.196,-3.885,-5.216,1156.844,-0.226,1426.430,-2.293,0.000,0.000,1,-0.014,3,91.401,0.000,0.000,67.035,4,0,17,0,12,1,21
"Fenspiride",0,1,0,0,0,3,0,1,260.335,0.000,532.391,235.904,98.694,197.793,0.000,907.599,1.000,5.500,0.0000000,0.0103308,0.8515252,30.131,8.924,14.323,9.237,1.718,-2.349,-1.834,-5.604,286.343,-0.126,141.641,-4.416,0.000,0.000,2,-0.083,3,86.847,0.000,0.000,59.444,4,0,16,0,16,6,19
"Eprozinol",0,2,0,0,0,9,0,1,354.491,0.000,705.491,293.815,41.100,370.576,0.000,1257.574,1.000,7.400,0.0000000,0.0104891,0.7986605,41.934,13.072,18.214,10.985,3.157,-2.454,-2.017,-8.009,251.156,0.389,135.994,-4.233,0.000,0.000,7,0.177,3,100.000,0.000,0.000,37.873,4,0,18,0,18,4,26
"Chromocarb",1,0,0,1,0,1,0,-1,190.155,0.000,383.074,0.000,166.625,216.449,0.000,605.253,1.000,4.500,0.0000000,0.0117471,0.9033179,19.493,6.780,11.474,8.923,0.889,-1.730,-1.864,-2.321,65.977,-0.858,33.319,-3.732,0.000,0.000,0,-0.707,3,61.828,0.000,0.000,87.647,4,0,10,0,10,0,14
"Ethamivan",0,0,0,0,0,5,0,0,223.271,0.000,468.632,297.214,81.794,89.623,0.000,796.754,1.000,4.500,0.0000000,0.0096024,0.8869166,23.377,7.132,11.131,6.807,1.967,-2.486,-2.589,-3.789,1660.518,-0.431,855.869,-2.231,0.000,0.000,2,-0.253,3,83.999,0.000,0.000,55.474,4,0,6,0,6,0,16
"Azintamide",0,0,0,0,1,5,0,0,259.753,0.000,508.744,233.971,72.588,95.686,106.500,849.842,0.000,5.000,0.0000000,0.0000000,0.8528861,25.560,7.970,11.138,7.747,1.795,-2.085,-2.390,-2.994,1299.921,-0.142,4075.523,-2.040,0.000,0.000,1,-0.786,3,86.599,0.000,24.326,53.103,4,0,6,0,6,0,16
"Dimecrotic",0,0,0,1,0,5,1,-1,222.240,0.000,475.864,272.232,103.541,100.091,0.000,784.098,1.000,3.500,0.0000000,0.0073550,0.8641637,22.971,7.087,10.676,6.059,2.649,-2.922,-2.936,-2.400,261.591,-0.662,147.675,-2.595,0.000,0.000,3,-0.281,3,69.556,0.000,0.000,65.328,4,0,6,0,6,0,16
"Metochalcone",0,0,0,0,0,7,1,0,298.338,0.000,597.608,301.379,41.234,254.995,0.000,1025.199,0.000,4.250,0.0000000,0.0000000,0.8227876,32.815,9.774,12.319,5.814,3.927,-4.177,-4.360,-5.616,4026.067,-0.264,2229.229,-0.709,0.000,0.000,3,0.160,3,100.000,0.000,0.000,48.428,4,0,12,0,12,0,22
"Osalmid",0,0,0,0,0,4,0,-1,229.235,0.000,469.611,0.000,136.121,333.490,0.000,765.521,2.000,3.000,0.0000000,0.0090344,0.8617836,25.099,8.982,13.212,9.045,2.078,-2.994,-3.093,-5.359,507.067,-0.900,237.444,-2.469,0.000,0.000,2,-0.110,3,86.520,0.000,0.000,76.459,4,0,12,0,12,0,17
"Tocamphyl",0,0,0,1,0,4,0,-1,318.412,0.000,592.766,367.204,109.204,116.357,0.000,1076.265,1.000,4.000,0.0000000,0.0067480,0.8568306,35.461,10.064,15.805,7.202,4.264,-4.977,-4.986,-2.596,231.163,-0.669,129.199,-2.738,0.000,0.000,3,0.449,3,69.234,0.000,0.000,69.283,4,0,11,0,11,5,23
"Adrafinil",0,0,0,0,1,6,1,-1,289.348,0.000,510.457,37.390,143.064,317.606,12.397,896.881,1.000,7.200,0.0000000,0.0141050,0.8811087,28.920,10.205,15.767,15.541,0.769,-0.135,-1.081,-3.596,11.321,-0.996,235.669,-2.461,0.000,0.000,5,-0.854,2,83.837,0.000,23.284,79.424,4,0,12,0,12,0,20
"Fenozolone",0,0,0,0,0,2,0,0,204.228,0.000,466.662,169.280,97.964,199.418,0.000,738.782,1.000,5.000,0.0000000,0.0107144,0.8469155,24.032,7.168,11.766,8.813,1.411,-2.786,-1.989,-4.960,1166.559,-0.468,584.344,-2.430,0.000,0.000,2,-0.380,3,87.126,0.000,0.000,61.295,4,0,11,0,11,1,15
"Meclofenoxate",0,1,0,0,0,6,1,1,257.716,0.000,554.423,256.499,63.116,163.182,71.626,903.254,0.000,4.750,0.0000000,0.0000000,0.8150734,27.700,8.535,11.155,5.973,2.375,-2.352,-1.899,-6.029,622.683,0.143,809.513,-3.594,0.000,0.000,3,-0.285,3,93.186,0.000,0.000,50.971,4,0,6,0,6,0,17
"Pemoline",0,0,0,0,0,1,0,-1,176.174,0.000,369.540,22.708,145.106,201.726,0.000,588.049,2.000,5.000,0.0000000,0.0191348,0.9185703,18.664,6.714,12.268,10.601,0.177,-1.549,-1.384,-3.812,416.734,-0.643,192.072,-3.387,0.000,0.000,2,-0.594,3,75.945,0.000,0.000,76.110,4,0,11,0,11,1,13
"Aniracetam",0,0,0,0,0,2,0,0,219.240,0.000,453.360,230.515,91.182,131.663,0.000,750.622,0.000,3.750,0.0000000,0.0000000,0.8810547,23.859,6.762,10.084,5.578,1.889,-2.519,-2.646,-4.085,1352.758,-0.340,685.778,-2.544,0.000,0.000,2,-0.291,3,84.428,0.000,0.000,65.670,4,0,11,0,11,3,16
"Pentagestrone",1,0,0,0,0,4,1,0,440.622,0.000,733.758,628.458,60.468,44.832,0.000,1422.183,0.000,4.750,0.0000000,0.0000000,0.8335194,48.621,12.102,19.100,5.998,5.894,-6.984,-7.639,-4.440,2645.332,-0.258,1415.797,-2.092,0.000,0.000,2,1.306,2,86.263,0.000,0.000,58.599,4,1,22,0,22,18,32
"Centchroman",4,1,0,0,0,5,0,2,457.611,0.000,819.496,461.890,4.204,353.402,0.000,1504.314,0.000,4.250,0.0000000,0.0000000,0.7747777,54.213,14.880,19.544,7.207,6.897,-7.488,-7.100,-7.588,2253.895,0.614,1317.375,-1.935,0.000,0.000,6,1.636,2,100.000,0.000,0.000,28.196,4,1,27,0,27,7,34
"Chlormadinone",0,0,0,0,0,2,1,0,404.933,0.000,631.470,412.861,117.270,38.821,62.518,1203.028,0.000,6.000,0.0000000,0.0000000,0.8662885,41.078,10.961,18.354,7.791,3.694,-4.989,-6.139,-3.881,765.290,-0.445,815.177,-3.352,0.000,0.000,2,0.420,2,72.229,0.000,0.000,80.137,4,0,17,0,17,12,28
"Ethynodiol",1,0,0,0,0,3,2,0,384.514,0.000,691.547,562.487,81.644,47.416,0.000,1269.592,0.500,4.000,0.0000000,0.0040900,0.8199479,43.182,11.039,17.326,6.272,5.152,-6.947,-6.651,-4.672,1665.984,-0.427,858.914,-2.569,0.000,0.000,3,1.191,2,81.340,0.000,0.000,69.918,4,1,17,0,17,15,28
"Medroxyprogesterone",0,0,0,0,0,2,1,0,386.530,0.000,644.618,509.637,118.306,16.675,0.000,1231.193,0.000,6.000,0.0000000,0.0000000,0.8618133,41.993,10.615,18.351,7.657,3.606,-4.966,-5.683,-3.848,748.178,-0.619,361.547,-3.449,0.000,0.000,2,0.502,3,70.566,0.000,0.000,80.115,4,0,17,0,17,14,28
"Megestrol",0,0,0,0,0,2,1,0,384.514,0.000,672.260,523.785,116.990,31.484,0.000,1253.156,0.000,6.000,0.0000000,0.0000000,0.8361767,43.014,10.898,18.427,7.816,3.776,-5.489,-5.633,-4.333,769.987,-0.673,372.951,-3.373,0.000,0.000,3,0.566,2,71.828,0.000,0.000,80.220,4,0,17,0,17,12,28
"Isosorbide",4,0,0,0,0,2,0,0,146.143,0.000,299.127,195.686,103.441,0.000,0.000,468.971,2.000,6.800,0.0000000,0.0321491,0.9759038,11.330,4.361,9.737,10.328,-0.847,-0.410,-0.454,-1.922,1035.078,-0.281,513.493,-3.234,0.000,0.000,4,-0.899,3,73.073,0.000,0.000,62.037,4,0,8,0,8,6,10
"Ethacrynic",0,0,0,1,0,6,1,-1,303.141,0.000,526.296,188.701,150.140,88.917,98.539,900.107,1.000,4.750,0.0000000,0.0090253,0.8566386,26.865,9.161,13.877,7.466,2.911,-3.657,-4.323,-2.468,94.563,-0.920,170.397,-3.397,0.000,0.000,3,-0.249,3,57.644,0.000,0.000,83.156,4,0,6,0,6,0,19
"Muzolimine",0,0,0,0,0,3,0,0,272.133,0.000,476.492,136.131,112.193,98.572,129.596,801.705,2.000,4.000,0.0000000,0.0118719,0.8758970,24.945,8.529,13.755,8.552,2.338,-3.612,-3.726,-4.010,855.016,-0.274,2141.660,-2.952,0.000,0.000,2,-0.107,3,77.266,0.000,0.000,68.111,4,0,11,0,11,1,17
"Spironolactone",0,0,0,0,0,2,2,-1,416.574,0.000,661.358,464.731,157.802,24.758,14.068,1257.516,0.000,7.000,0.0000000,0.0000000,0.8519301,43.124,11.277,19.870,9.011,3.081,-4.820,-5.934,-4.046,315.839,-0.972,169.979,-4.149,0.000,0.000,3,0.311,3,61.591,0.000,0.000,96.590,4,0,21,0,21,16,29
"Ticrynafen",0,0,0,1,0,5,0,-1,331.170,0.000,537.810,35.542,149.925,208.383,143.959,906.409,1.000,4.750,0.0000000,0.0088321,0.8422070,28.900,10.325,14.904,8.541,3.258,-4.216,-4.981,-3.272,95.007,-0.794,303.718,-3.069,0.000,0.000,2,-0.196,3,65.326,0.000,0.000,84.363,4,0,11,0,11,0,20
"Fudosteine",1,1,0,1,0,8,0,-2,179.234,0.000,409.395,175.172,204.494,0.000,29.729,640.359,4.000,5.200,0.0000000,0.0254033,0.8776167,14.336,6.565,13.312,11.321,-2.319,-0.458,0.033,-2.431,7.197,-1.217,4.891,-6.583,0.000,0.000,4,-1.052,2,38.903,0.000,0.000,96.061,4,0,0,0,0,0,11
"Guaifenesin",0,0,0,0,0,7,0,0,198.218,0.000,442.363,193.731,93.761,154.871,0.000,706.654,2.000,4.900,0.0000000,0.0156651,0.8673427,19.111,6.844,10.875,8.686,1.147,-1.657,-1.838,-4.417,1278.701,-0.689,645.290,-2.030,0.000,0.000,4,-0.629,3,85.291,0.000,0.000,57.770,4,0,6,0,6,0,14
"Malotilate",1,0,0,0,0,4,2,0,288.376,0.000,585.641,304.410,107.697,105.052,68.481,979.120,0.000,4.000,0.0000000,0.0000000,0.8142495,31.465,9.193,12.935,5.657,3.374,-4.868,-4.236,-5.039,943.204,-0.592,1101.643,-2.750,0.000,0.000,0,0.221,3,78.760,0.000,0.000,60.769,4,0,5,0,5,0,18
"Triclofos",2,0,0,2,0,4,1,-1,229.384,0.000,357.581,28.280,144.248,0.000,185.053,548.976,2.000,5.000,0.0000000,0.0197747,0.9067610,13.248,6.050,10.712,8.597,1.458,-1.704,-2.448,0.574,27.239,-0.393,168.105,-3.794,0.000,0.000,0,-1.130,2,43.495,0.000,0.000,69.843,4,0,0,0,0,0,10
"Nateglinide",0,0,0,1,1,6,0,-1,317.427,0.000,612.444,327.619,117.754,167.072,0.000,1109.174,1.250,3.750,0.0000000,0.0068457,0.8461193,35.978,10.823,16.192,8.807,3.905,-4.405,-4.374,-1.637,133.074,-0.895,105.590,-2.525,0.000,0.000,3,0.163,3,70.418,0.000,19.943,79.496,4,0,12,0,12,6,23
"Ezetimibe",1,0,0,0,0,6,1,-1,409.432,0.000,719.926,77.245,126.772,421.908,94.000,1273.455,2.000,4.450,0.0000000,0.0087415,0.7892234,44.986,13.832,21.033,11.206,5.199,-7.033,-6.759,-6.955,621.899,-0.924,968.987,-1.794,0.000,0.000,3,0.879,2,94.414,94.000,0.000,70.506,4,1,22,4,18,2,30
"Amezinium",0,0,0,0,0,2,0,0,201.227,0.000,437.569,90.156,76.989,270.423,0.000,710.169,1.000,3.000,0.0000000,0.0068561,0.8797513,23.565,7.440,10.685,7.114,2.255,-2.896,-2.639,-4.767,1844.207,-0.220,958.647,-1.794,0.000,0.000,3,-0.095,3,96.702,0.000,0.000,47.064,4,0,12,0,12,0,15
"Procodazole",0,0,0,1,0,3,0,-1,190.201,0.000,418.634,76.454,148.840,193.340,0.000,663.277,2.000,3.500,0.0000000,0.0118236,0.8786060,20.310,7.127,11.865,8.769,1.554,-2.208,-2.085,-2.611,97.286,-0.903,50.698,-3.294,0.000,0.000,2,-0.538,3,64.626,0.000,0.000,79.309,4,0,9,0,9,0,14
"Leflunomide",0,0,0,0,0,2,0,0,270.211,0.000,492.504,86.113,101.107,188.043,117.241,806.533,1.000,4.000,0.0000000,0.0081218,0.8508183,26.635,7.084,12.931,7.876,2.637,-4.051,-3.853,-4.843,1089.179,-0.201,2380.643,-2.528,0.000,0.000,1,-0.028,3,85.644,117.241,0.000,62.299,4,0,11,0,11,0,19
"Pentaerythritol",2,0,0,0,0,8,0,-2,136.147,0.000,319.369,146.241,173.128,0.000,0.000,494.976,4.000,6.800,0.0000000,0.0425839,0.9475336,8.518,5.251,11.707,12.457,-1.296,-0.057,-0.462,-2.381,226.009,-1.204,99.137,-3.942,0.000,0.000,4,-0.996,3,56.327,0.000,0.000,83.947,4,0,0,0,0,0,9
"Fenofibrate",0,0,0,0,0,6,0,0,360.836,0.000,690.988,289.489,80.941,248.953,71.605,1192.215,0.000,4.750,0.0000000,0.0000000,0.7869208,40.083,12.169,15.914,7.006,4.764,-6.160,-5.662,-6.167,1691.741,-0.494,2154.791,-1.558,0.000,0.000,1,0.554,2,94.381,0.000,0.000,64.759,4,0,12,0,12,0,25
"Nicofibrate",0,0,0,0,0,5,0,0,305.760,0.000,580.292,151.300,64.153,293.228,71.611,998.343,0.000,4.250,0.0000000,0.0000000,0.8324758,33.390,10.465,13.490,6.655,3.911,-4.487,-4.543,-5.641,2440.844,-0.179,3202.733,-1.189,0.000,0.000,3,0.167,3,100.000,0.000,0.000,51.275,4,0,12,0,12,0,21
"Tocofibrate",10,0,0,0,0,16,0,0,627.346,0.000,1148.984,901.935,22.999,152.438,71.611,2173.027,0.000,4.000,0.0000000,0.0000000,0.7061463,71.993,21.093,25.217,4.113,11.816,-13.603,-12.637,-7.014,5995.130,-0.532,8459.476,0.130,0.000,0.000,5,3.177,2,100.000,0.000,0.000,38.822,4,2,16,0,16,3,44
"Afloqualone",0,0,0,0,0,1,0,0,283.304,0.000,515.985,94.620,102.069,275.535,43.760,888.915,1.500,5.000,0.0000000,0.0118680,0.8664997,31.410,9.209,15.724,10.446,2.519,-3.989,-3.701,-5.006,1066.535,-0.296,921.095,-2.334,0.000,0.000,3,0.056,3,91.001,43.760,0.000,62.999,4,0,16,0,16,0,21
"Metaxalone",0,0,0,0,0,3,0,0,221.255,0.000,478.162,280.929,99.280,97.952,0.000,782.419,1.000,4.250,0.0000000,0.0088882,0.8587828,24.168,6.992,11.431,7.200,1.852,-3.052,-2.636,-4.284,1133.507,-0.515,566.469,-2.716,0.000,0.000,3,-0.174,3,80.329,0.000,0.000,63.078,4,0,11,0,11,2,16
"Styramate",0,0,0,0,0,4,0,-2,181.191,0.000,410.425,45.955,172.331,192.139,0.000,647.851,3.000,4.200,0.0000000,0.0177246,0.8822287,19.040,7.375,13.225,10.834,0.395,-1.711,-1.565,-4.354,229.979,-1.154,101.021,-3.635,0.000,0.000,2,-0.580,3,68.790,0.000,0.000,83.639,4,0,6,0,6,0,13
"Piracetam",1,0,0,0,2,2,0,-1,142.157,0.000,339.451,197.741,141.711,0.000,0.000,524.084,2.000,5.500,0.0000000,0.0229140,0.9260928,13.536,4.655,10.295,14.959,-1.780,1.552,0.594,0.021,113.408,-0.659,208.097,-3.939,0.000,0.000,2,-1.436,3,63.877,0.000,75.052,80.358,4,0,5,0,5,3,10
"Donepezil",0,1,0,0,0,6,0,1,379.498,0.000,712.299,430.809,33.889,247.601,0.000,1277.169,0.000,5.500,0.0000000,0.0000000,0.7992237,43.470,12.111,16.633,7.442,4.477,-4.639,-4.548,-6.688,1178.783,0.247,653.794,-2.758,0.000,0.000,6,0.600,3,100.000,0.000,0.000,46.532,4,0,21,0,21,7,28
"Dimefline",0,1,0,0,0,3,0,1,323.391,0.000,596.744,305.432,44.209,247.103,0.000,1077.780,0.000,5.250,0.0000000,0.0000000,0.8519170,37.412,10.303,15.069,7.646,3.226,-3.069,-3.280,-5.833,940.946,0.375,512.456,-3.238,0.000,0.000,4,0.215,3,100.000,0.000,0.000,43.976,4,0,16,0,16,0,24
"Mepixanox",0,1,0,0,0,3,0,1,323.391,0.000,599.141,311.226,46.201,241.714,0.000,1067.998,0.000,5.250,0.0000000,0.0000000,0.8433672,36.969,10.168,14.824,7.629,3.142,-3.114,-3.280,-5.945,900.905,0.348,488.926,-3.294,0.000,0.000,3,0.187,3,100.000,0.000,0.000,44.650,4,0,20,0,20,5,24
"Bucillamine",0,0,0,1,1,6,2,-1,223.305,0.000,423.386,185.072,114.862,0.000,123.453,702.563,2.050,3.750,0.0000000,0.0126815,0.9027176,18.110,7.010,11.107,8.635,1.566,-1.522,-2.068,0.076,134.099,-0.435,536.469,-3.060,0.000,0.000,3,-0.912,3,60.443,0.000,22.970,79.306,4,0,0,0,0,0,13
"Brotizolam",0,0,0,0,0,0,0,1,393.688,0.000,548.470,123.696,75.094,194.993,154.688,960.800,0.000,3.000,0.0000000,0.0000000,0.8585532,34.159,10.150,14.123,5.885,4.401,-5.714,-7.339,-4.751,1922.118,0.264,7054.422,-2.217,0.000,0.000,2,0.605,2,92.339,0.000,0.000,49.977,4,0,19,0,16,1,22
"Chlordiazepoxide",0,0,0,0,0,0,0,1,299.759,0.000,548.477,136.312,62.324,278.710,71.131,935.966,1.000,3.000,0.0000000,0.0054697,0.8436838,33.965,9.990,14.498,7.803,4.049,-5.495,-4.947,-5.391,2540.276,0.154,3323.800,-1.686,0.000,0.000,1,0.585,3,100.000,0.000,0.000,50.042,4,0,17,0,12,1,21
"Chlormezanone",0,0,0,0,1,0,0,0,273.734,0.000,462.316,159.233,110.811,120.661,71.611,789.427,0.000,7.000,0.0000000,0.0000000,0.8935122,26.591,7.806,13.480,11.849,0.058,-0.497,-1.750,-2.456,471.704,-0.186,1064.823,-3.137,0.000,0.000,2,-1.284,3,79.009,0.000,34.097,66.563,4,0,12,0,12,4,17
"Ectylurea",0,0,0,0,1,2,1,-1,156.184,0.000,381.302,219.349,150.708,11.245,0.000,599.867,2.000,2.500,0.0000000,0.0092723,0.9021238,16.676,5.380,10.061,9.541,0.147,-0.656,-0.999,-1.795,181.951,-0.792,168.283,-4.065,0.000,0.000,2,-0.683,3,62.433,0.000,38.540,86.714,4,0,0,0,0,0,11
"Estazolam",0,0,0,0,0,0,0,1,294.743,0.000,522.327,49.476,79.704,321.802,71.346,894.538,0.000,3.000,0.0000000,0.0000000,0.8595834,32.719,9.846,13.380,6.687,3.767,-4.856,-4.887,-5.339,1738.062,0.019,2211.387,-1.855,0.000,0.000,1,0.412,3,100.000,0.000,0.000,50.021,4,0,20,0,17,1,21
"Flurazepam",0,1,0,0,0,5,0,1,387.884,0.000,668.515,286.420,48.521,247.054,86.520,1215.555,0.000,6.000,0.0000000,0.0000000,0.8239550,41.641,11.995,17.187,8.176,4.060,-4.088,-4.509,-6.285,856.396,0.397,1378.528,-3.126,0.000,0.000,2,0.329,3,100.000,15.480,0.000,49.421,4,0,17,0,12,1,27
"Haloxazolam",0,1,0,0,0,0,0,2,377.212,0.000,525.627,107.729,70.866,253.203,93.828,928.179,1.000,4.250,0.0000000,0.0080856,0.8754717,33.410,9.859,15.414,8.872,2.977,-3.549,-5.077,-5.481,525.748,0.576,892.104,-3.996,0.000,0.000,4,0.342,3,100.000,16.947,0.000,48.253,4,0,20,0,17,4,23
"Homofenazine",0,2,0,0,0,7,0,2,451.549,0.000,730.377,303.503,49.879,233.680,143.315,1336.674,1.000,6.200,0.0000000,0.0084888,0.8034680,45.077,12.462,19.723,9.483,4.494,-4.305,-4.819,-7.279,207.348,0.775,673.943,-5.069,0.000,0.000,7,0.726,3,100.000,106.806,0.000,32.649,4,0,21,0,14,5,31
"Lormetazepam",0,0,0,0,0,1,0,0,335.189,0.000,544.767,94.992,96.292,239.628,113.856,946.540,1.000,5.700,0.0000000,0.0104632,0.8558150,33.373,10.405,16.348,10.213,2.907,-4.534,-4.685,-5.008,1209.950,-0.094,2555.730,-2.354,0.000,0.000,1,0.068,3,90.096,0.000,0.000,65.865,4,0,17,0,12,1,22
"Triazolam",0,0,0,0,0,0,0,1,343.215,0.000,552.307,119.510,73.822,251.022,107.953,975.185,0.000,3.000,0.0000000,0.0000000,0.8610788,35.270,10.355,14.389,6.251,4.391,-5.583,-6.088,-4.977,1976.269,0.165,4031.723,-1.996,0.000,0.000,2,0.646,2,96.224,0.000,0.000,49.210,4,0,20,0,17,1,23
"Zolpidem",0,0,0,0,1,2,0,1,307.394,0.000,597.803,332.290,45.022,220.491,0.000,1053.811,0.000,4.500,0.0000000,0.0000000,0.8377519,36.841,9.863,14.345,8.431,3.300,-4.204,-3.817,-3.834,2571.425,0.015,2038.556,-1.381,0.000,0.000,3,0.067,3,100.000,0.000,19.947,40.765,4,0,15,0,15,0,23
"Anagrelide",0,0,0,0,0,0,0,0,256.091,0.000,432.460,86.828,113.486,113.904,118.242,707.922,1.000,4.000,0.0000000,0.0092494,0.8882650,23.265,7.469,12.174,7.753,1.875,-3.356,-3.525,-3.883,831.210,-0.105,1800.105,-3.210,0.000,0.000,2,-0.180,3,77.934,0.000,0.000,60.373,4,0,13,0,13,2,16
"Tetrabenazine",0,1,0,0,0,4,1,1,317.427,0.000,600.286,507.258,45.678,47.349,0.000,1078.517,0.000,5.500,0.0000000,0.0000000,0.8472764,34.892,8.901,13.926,6.332,2.865,-2.842,-3.009,-4.955,911.241,0.297,494.992,-3.873,0.000,0.000,6,0.108,3,89.978,0.000,0.000,48.047,4,0,14,0,14,6,23
"Tiopronin",0,0,0,1,1,4,1,-1,163.191,0.000,370.615,145.831,156.081,0.000,68.703,564.916,2.050,4.250,0.0000000,0.0164188,0.8917249,13.886,5.354,10.166,10.070,0.096,-0.557,-0.693,-0.102,49.776,-0.818,101.653,-4.012,0.000,0.000,3,-1.198,2,50.537,0.000,27.935,87.073,4,0,0,0,0,0,10
"Enoximone",0,0,0,0,0,3,0,-1,248.299,0.000,490.230,175.328,133.557,139.312,42.033,810.356,0.250,2.750,0.0000000,0.0028048,0.8574647,25.681,7.931,11.257,5.183,2.691,-3.942,-3.926,-4.503,536.264,-0.725,428.642,-3.202,0.000,0.000,1,0.183,3,74.734,0.000,0.000,82.095,4,0,11,0,11,0,17
"Lidoflazine",2,2,0,0,0,9,0,2,491.623,0.000,891.892,375.951,30.426,391.551,93.964,1625.665,1.000,6.500,0.0000000,0.0072879,0.7496754,56.866,16.287,23.151,10.651,6.311,-6.547,-5.650,-8.902,317.083,0.688,572.363,-3.962,0.000,0.000,7,1.348,2,100.000,93.964,0.000,41.553,4,1,24,0,24,4,36
"Vinpocetine",0,1,0,0,0,3,1,1,350.460,0.000,629.608,425.903,50.547,153.158,0.000,1135.936,0.000,4.000,0.0000000,0.0000000,0.8362396,38.843,10.205,14.865,5.898,4.060,-4.346,-4.568,-5.638,819.334,0.299,441.256,-3.686,0.000,0.000,2,0.718,3,95.566,0.000,0.000,39.434,4,0,19,0,19,7,26
"Hydralazine",0,1,0,0,0,2,1,-1,160.178,0.000,355.906,0.000,136.784,219.122,0.000,556.699,3.000,4.000,0.0000000,0.0194664,0.9195541,16.934,6.679,12.147,10.889,-0.274,-0.063,-0.021,-4.605,124.646,-0.237,57.645,-5.139,0.000,0.000,1,-0.631,3,79.056,0.000,0.000,67.410,4,0,10,0,10,0,12
"Isoxsuprine",0,1,0,0,0,9,0,0,301.385,0.000,608.395,183.248,87.620,337.527,0.000,1058.990,3.000,4.700,0.0000000,0.0133805,0.8258610,33.671,11.700,17.092,11.113,2.871,-2.733,-2.731,-6.686,364.668,-0.437,183.947,-3.144,0.000,0.000,4,0.079,3,100.000,0.000,0.000,55.116,4,0,12,0,12,0,22
"Moxisylyte",0,1,0,0,0,6,1,1,279.378,0.000,612.935,531.490,42.792,38.653,0.000,1061.935,0.000,5.250,0.0000000,0.0000000,0.8212631,32.861,8.619,12.596,5.596,2.889,-2.887,-2.190,-5.335,970.512,0.177,529.882,-3.659,0.000,0.000,4,0.042,3,90.116,0.000,0.000,47.252,4,0,6,0,6,0,20
"Nafronyl",0,1,0,0,0,10,1,1,383.530,0.000,687.252,437.938,33.259,216.055,0.000,1298.286,0.000,5.700,0.0000000,0.0000000,0.8374568,41.446,12.015,16.316,6.477,4.485,-3.409,-4.549,-5.919,1195.097,0.043,663.580,-2.474,0.000,0.000,4,0.438,3,100.000,0.000,0.000,45.059,4,0,15,0,15,4,28
"Trientine",2,4,0,0,0,9,0,-1,146.235,0.000,418.950,263.642,155.307,0.000,0.000,643.776,6.000,5.000,0.0000000,0.0292337,0.8606500,13.831,6.365,14.180,13.511,-2.625,2.000,4.345,-6.691,5.174,-0.580,2.264,-7.643,0.000,0.000,6,-1.074,2,60.609,0.000,0.000,81.000,4,1,0,0,0,0,10
"Metformin",2,0,2,0,0,2,0,-1,129.164,0.000,338.298,161.253,177.045,0.000,0.000,513.667,5.000,3.500,0.0000000,0.0231341,0.9168954,13.119,5.372,13.138,12.067,-0.757,-0.774,1.910,-2.877,207.481,-0.961,90.383,-8.716,0.000,0.000,0,-0.833,3,55.385,0.000,0.000,100.905,5,0,0,0,0,0,9
