molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rctvFG,CNS,MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metabol,QPlogKhsa,HumanAbs,QP%HumanAbs,SAfluorine,SAamideO,PSA,#NandO,RuleOf5,#ringatoms,#in34,#in56,#noncon,#nonHatm,logPow
sertraline,1,1,0,0,0,1,0,2,306.234,4.52,545.698,177.517,8.821,229.789,129.571,951.909,1,1.5,0.0214604,0.0027488,0.8575837,33.494,9.889,13.644,5.422,4.772,-4.828,-4.5,-5.658,2037.759,1.14,6055.848,-2.839,9.188,0.172,5,0.872,3,100,0,0,12.171,1,0,16,0,16,4,20,4.86
pyrene,5,0,0,0,0,0,0,1,202.255,0.001,415.132,0,0,415.132,0,691.267,0,0,0,0,0.9107705,25.475,7.743,8.011,3.294,4.716,-6.222,-6.222,-4.956,9906.038,0.192,5899.293,-0.057,7.92,1.3,1,0.625,2,100,0,0,0,0,0,16,0,16,0,16,4.88
prochlorperazine58-38-8,2,2,0,0,0,4,0,2,373.943,2.393,659.365,288.667,10.216,254.188,106.294,1172.723,0,4.5,0.004883,0,0.8156485,40.637,11.725,15.826,6.692,4.333,-3.729,-3.696,-7.18,492.97,1.278,1077.364,-4.554,7.613,0.531,7,0.649,3,100,0,0,14.132,3,0,20,0,20,4,25,4.88
desipramine,0,1,0,0,0,4,0,2,266.385,1.991,556.319,244.44,24.048,287.831,0,964.532,1,2,0.004111,0.0035951,0.8486317,32.627,9.582,12.773,5.732,4.117,-3.799,-3.337,-6.08,1461.34,0.498,824.72,-2.627,8.069,-0.172,6,0.684,3,100,0,0,15.842,2,0,15,0,12,2,20,4.9
chlorpyriphos,3,0,0,0,0,6,2,2,350.584,3.393,542.222,251.434,7.723,55.124,227.941,926.226,0,2.5,0.0124293,0,0.8474858,27.587,8.825,10.532,2.67,5.001,-5.2,-6.517,-4.263,8368.73,0.69,10000,-0.892,9.044,1.453,0,0.383,2,100,0,0,34.05,4,1,6,0,6,0,18,4.96
trifluoperazine,2,2,0,0,0,4,0,2,407.496,3.221,684.138,291.592,9.921,233.247,149.378,1224.305,0,4.5,0.0084728,0,0.808999,42.502,10.84,16.694,6.622,4.811,-4.386,-4.528,-7.187,496.153,1.385,1868.082,-4.622,7.84,0.777,7,0.799,3,100,113.399,0,13.895,3,0,20,0,20,4,28,5.03
amitriptyline,2,1,0,0,0,3,0,2,277.408,1.283,564.548,258.851,6.515,299.182,0,1011.404,0,2,0.0016281,0,0.8631394,35.253,9.811,12.229,4.465,4.698,-4.16,-3.743,-5.899,2142.987,0.723,1247.448,-2.36,8.99,0.058,4,0.892,3,100,0,0,6.002,1,0,15,0,12,2,21,5.04
diethylstilbestrol,2,0,0,0,0,7,0,-1,268.355,0.019,540.347,187.762,109.399,243.186,0,945.765,2,1.5,0.0000004,0.0039258,0.8623451,29.523,9.965,13.103,6.28,3.837,-4.121,-4.513,-4.919,908.795,-0.839,446.125,-2.007,8.91,-0.231,4,0.466,3,87.174,0,0,45.055,2,0,12,0,12,0,20,5.07
D4octamethylcyclotetrasiloxan,7,0,0,0,0,0,0,2,296.617,0.004,556.443,556.443,0,0,0,1015.827,0,0.8,0,0,0.878262,34.499,7.754,10.928,1.846,4.466,-7.702,-7.702,-3.502,9906.038,0.941,5899.293,0.599,8.239,-1.727,0,1.353,2,100,0,0,16.032,4,0,8,0,0,4,16,5.1
fluoranthene206-44-0,6,0,0,0,0,0,0,1,202.255,0.808,418.634,0,0,418.634,0,696.094,0,0,0.0009377,0,0.9073516,25.702,7.788,8.102,3.39,4.778,-6.292,-6.292,-5.028,9906.038,0.192,5899.293,-0.045,8.394,1.442,0,0.639,2,100,0,0,0,0,0,16,0,16,0,16,5.16
pentachlorobenzene,7,0,0,0,0,0,0,1,250.339,1.514,370.963,0,0,69.09,301.873,584.737,0,0,0.0039175,0,0.9116088,17.907,6.327,6.342,1.188,4.277,-5.246,-5.246,-3.292,9906.038,0.192,10000,-1.276,9.396,0.816,0,0.315,3,100,0,0,0,0,0,6,0,6,0,11,5.17
tolfenamicacid,1,0,0,1,0,3,0,-1,261.707,3.224,478.243,64.667,99.335,253.683,60.557,808.697,1,1.5,0.0128554,0.0031365,0.8777567,26.706,8.9,11.254,5.573,4.036,-4.182,-4.626,-2.912,286.75,-0.328,350.062,-2.169,8.832,0.603,4,0.227,3,80.376,0,0,57.167,3,0,12,0,12,0,18,5.17
chlorpromazine,0,1,0,0,0,4,0,2,318.863,2.039,580.046,202.655,8.314,268.808,100.268,1011.64,0,2.5,0.0041099,0,0.8402077,34.331,10.25,12.558,4.615,4.79,-4.466,-4.524,-6.126,2060.421,0.888,4234.951,-2.404,8.137,0.497,5,0.716,3,100,0,0,9.467,2,0,14,0,14,0,21,5.19
loratidine,1,0,0,0,0,1,0,1,382.889,2.909,681.698,327.366,57.206,225.507,71.618,1215.373,0,3.5,0.006961,0,0.807941,43.997,12.022,16.587,6.535,5.661,-7.452,-6.825,-5.715,2840.621,0.095,3773.624,-1.683,9.097,0.511,5,1.168,2,100,0,0,45.874,4,1,21,0,18,6,27,5.2
flufenamicacid,1,0,0,1,0,3,0,-1,281.234,3.326,486.477,0.746,103.177,265.196,117.358,820.815,1,1.5,0.0134757,0.0030834,0.8714978,27.301,7.904,11.775,5.717,4.316,-4.58,-5.099,-3.069,263.677,-0.235,654.519,-2.199,8.802,0.715,3,0.26,3,80.189,117.358,0,57.844,3,0,12,0,12,0,20,5.25
benfluralin1861-40-1,2,0,0,0,0,7,0,-1,335.282,1.467,552.893,253.034,137.998,45.213,116.648,975.393,0,3,0.0022051,0,0.8602879,28.818,7.838,11.19,3.748,3.74,-4.493,-5.891,-4.008,486.701,-0.815,989.266,-3.231,10.479,2.059,3,0.35,3,67.656,116.648,0,87.439,7,0,6,0,6,0,23,5.29
amitraz33089-61-1,2,0,0,0,0,4,0,0,293.411,1.479,652.942,387.438,42.322,223.181,0,1124.141,0,2.5,0.0019446,0,0.8007634,38.397,10.521,13.43,4.677,5.38,-6.63,-5.1,-5.82,3931.485,-0.118,2172.678,-1.129,7.678,1.116,5,1.043,2,100,0,0,45.128,3,1,12,0,12,0,22,5.5
triflupromazine,0,1,0,0,0,4,0,2,352.417,3.035,612.159,210.621,7.016,248.389,146.134,1073.285,0,2.5,0.0085803,0,0.8281535,36.603,9.487,13.576,4.561,5.353,-5.275,-5.355,-6.223,2119.671,1.011,7787.673,-2.452,7.995,0.775,6,0.895,3,100,111.321,0,8.34,2,1,14,0,14,0,24,5.54
itraconazole84625-61-6,8,0,0,0,0,7,1,-1,705.642,3.74,1101.396,440.694,101.328,438.649,120.725,2065.052,0,10.25,0.0067717,0,0.7120476,76.184,22.919,31.855,14.637,8.049,-11.108,-11.496,-8.283,1083.944,-0.895,2474.671,-1.17,8.758,0.695,1,1.574,2,100,0,0,104.198,12,3,39,0,39,7,49,5.66
triphenylamine,6,0,0,0,0,3,0,1,245.323,0.462,511.193,0,0.371,510.822,0,871.432,0,0.5,0.0002453,0,0.8631159,31.673,9.904,10.422,4.257,5.332,-5.154,-4.894,-6.183,9826.216,0.379,5847.929,0.561,7.878,0.103,4,0.887,3,100,0,0,2.543,1,1,18,0,18,0,19,5.74
7;12-dimethylbenz(a)anthracene,7,0,0,0,0,0,0,1,256.346,0.156,496.473,128.217,0,368.257,0,867.539,0,0,0.0000281,0,0.8860571,32.082,8.983,10.225,3.349,6.065,-6.846,-6.846,-5.132,9906.038,0.449,5899.293,-0.222,7.843,1.189,3,1.136,2,100,0,0,0,0,1,18,0,18,0,20,5.8
thioridazine,2,1,0,0,0,4,0,2,370.57,3.231,674.317,347.26,4.988,246.837,75.233,1207.412,0,3,0.0086451,0,0.8132128,41.956,11.748,15.337,5.154,5.726,-5.882,-5.559,-6.458,2215.661,0.855,3340.464,-2.42,7.85,0.625,6,1.151,2,100,0,0,7.919,2,1,20,0,20,5,25,5.9
pimozide2062-78-4,2,0,0,0,0,12,0,-1,461.553,6.474,760.756,194.941,79.306,392.349,94.159,1414.232,1,3.5,0.0296405,0.0046007,0.8009409,46.485,14.334,19.383,7.056,6.991,-7.316,-8.644,-6.624,1753.237,-0.753,2976.586,-0.447,8.532,0.384,2,1.292,2,100,94.159,0,50.232,4,1,21,0,21,0,34,6.3
tetrachlorodibenzodioxin,7,0,0,0,0,0,0,0,321.974,0.015,476.636,0,0,217.287,259.349,788.141,0,1,0.0000003,0,0.8657262,27.462,8.835,10.117,3.42,6.131,-8.11,-8.11,-4.741,9906.038,-0.265,10000,-0.754,8.77,0.872,0,0.638,2,100,0,0,15.67,2,1,14,0,14,0,18,6.42
2;3;4;5;6-pentachlorobiphenyl,7,0,0,0,0,1,0,1,326.436,2.545,479.575,0,0,211.22,268.355,807.988,0,0,0.0080143,0,0.8748054,27.557,9.113,9.75,2.183,6.159,-7.753,-7.753,-4.565,9906.038,0.192,10000,-0.679,9.337,0.795,0,0.921,2,100,0,0,0,0,1,12,0,12,0,17,6.52
chlordane(-)trans,7,0,0,0,0,0,2,1,409.781,2.387,481.189,67.823,0,0,413.366,850.366,0,0,0.0066981,0,0.9020976,27.878,9.235,10.339,1.022,6.304,-6.667,-6.667,-3.116,9906.038,0.328,10000,-1.52,9.868,0.508,0,1.087,2,100,0,0,0,0,1,10,0,10,8,18,6.61
benzo(ghi)perylene191-24-2,7,0,0,0,0,0,0,1,276.337,0.053,489.815,0,0,489.815,0,857.542,0,0,0.0000033,0,0.89119,32.843,9.774,10.699,4.319,6.037,-8.628,-8.628,-5.629,9906.038,0.192,5899.293,0.206,7.862,1.414,1,1.107,2,100,0,0,0,0,1,22,0,22,0,22,6.63
DDT,7,0,0,0,0,2,0,1,354.49,1.281,522.957,7.344,0,225.561,290.052,910.055,0,0,0.0018039,0,0.8684482,31.136,10.341,11.02,2.172,6.945,-7.289,-7.289,-4.736,9906.038,0.207,10000,-0.533,9.409,0.466,1,1.175,2,100,0,0,0,0,1,12,0,12,0,19,6.91
amiodarone1951-25-3,0,1,0,0,0,11,0,1,645.318,3.654,780.183,424.292,34.144,188.688,133.059,1468.41,0,5.25,0.0090928,0,0.8008176,47.351,14.392,18.588,5.904,6.284,-5.822,-11.259,-6.381,1172.234,0.271,3481.168,-2.491,9.14,1.286,3,1.009,2,100,0,0,45.242,4,2,15,0,15,0,31,7.57
perchlorobiphenyl,9,0,0,0,0,1,0,1,498.662,0,565.08,0,0,40.351,524.729,995.549,0,0,0,0,0.8532906,33.431,11.456,12.673,1.317,7.96,-10.948,-10.948,-4.098,9906.038,0.192,10000,-1.281,9.443,0.943,0,1.466,2,100,0,0,0,0,1,12,0,12,0,22,8.26
alclofenac22131-79-9,0,0,0,1,0,5,0,-1,226.659,2.516,459.833,146.144,103.205,152.449,58.034,751.056,1.000,2.750,0.0084317,0.0059804,0.8689862,22.149,7.552,10.015,5.655,3.180,-3.130,-3.316,-2.571,263.514,-0.507,309.497,-2.404,9.427,0.351,3,-0.236,3,88.893,0.000,0.000,58.175,3,0,6,0,6,0,15,2.48
betamethasone378-44-9,0,0,0,0,0,5,0,-2,392.466,8.008,599.244,336.604,166.657,81.339,14.644,1132.265,3.000,8.150,0.0566308,0.0235567,0.8767182,36.726,11.145,21.717,14.172,1.831,-3.770,-4.740,-3.915,260.312,-1.147,138.928,-3.824,10.056,0.486,4,-0.020,3,80.896,14.644,0.000,102.699,5,0,17,0,17,12,28,1.94
buprenorphine52485-79-7,0,1,0,0,0,9,0,1,467.647,2.427,703.858,551.098,65.407,87.352,0.000,1382.217,2.000,5.000,0.0042613,0.0100462,0.8525717,44.218,12.514,19.788,8.321,4.846,-4.370,-6.717,-5.060,592.301,-0.180,310.724,-3.616,8.687,0.051,7,0.977,3,100.000,0.000,0.000,51.758,5,0,21,3,18,12,34,4.98
butethal77-28-1,2,0,0,0,0,4,0,-1,212.248,1.081,402.119,256.711,145.408,0.000,0.000,685.395,2.000,4.000,0.0017039,0.0140676,0.9349126,18.707,6.450,10.699,7.663,1.769,-1.670,-2.402,-2.585,413.999,-0.787,190.709,-3.815,10.971,0.613,0,-0.392,3,84.144,0.000,0.000,100.722,5,0,6,0,6,1,15,1.73
ethinylestradiol57-63-6,1,0,0,0,0,3,0,-1,296.408,2.095,542.852,304.882,89.274,148.696,0.000,976.962,2.500,1.500,0.0044936,0.0043690,0.8771393,32.438,9.632,14.848,7.122,3.940,-3.950,-5.042,-4.229,1410.318,-0.391,717.371,-2.353,8.820,-0.286,4,0.653,3,100.000,0.000,0.000,42.065,2,0,17,0,17,11,22,3.67
oroticacid65-86-1,4,0,0,1,0,1,0,-2,156.098,4.460,316.699,0.000,277.965,38.734,0.000,468.981,2.250,4.750,0.0424143,0.0224977,0.9217672,12.342,5.281,10.575,10.389,-0.998,-1.940,-1.076,-1.175,5.802,-1.678,2.407,-6.410,9.877,1.807,0,-0.935,2,34.768,0.000,0.000,135.357,6,0,6,0,6,0,11,-0.83
probenecid57-66-9,1,0,0,1,0,7,0,-2,285.357,3.997,512.994,246.213,165.312,101.469,0.000,906.361,1.000,6.500,0.0176279,0.0126707,0.8829181,26.593,8.851,13.663,9.091,1.795,-4.900,-3.214,-2.103,67.897,-1.272,34.368,-3.537,10.132,1.253,0,-0.583,3,70.244,0.000,0.000,84.534,5,0,6,0,6,0,19,3.21
reposal3625-25-0,0,0,0,0,0,1,0,0,262.308,1.493,438.490,291.354,135.456,11.681,0.000,793.203,2.000,4.000,0.0028091,0.0129008,0.9450650,25.059,7.590,13.060,8.424,1.646,-2.701,-3.504,-2.477,514.483,-0.508,241.199,-3.879,9.866,0.615,2,-0.002,3,85.114,0.000,0.000,99.451,5,0,14,0,14,7,19,2.53
triamcinolone124-94-7,0,0,0,0,0,6,0,-2,394.439,7.774,582.710,285.313,201.486,81.242,14.669,1098.667,3.000,8.850,0.0550056,0.0263058,0.8836703,34.738,11.109,21.525,14.837,1.369,-3.649,-4.523,-3.802,121.676,-1.482,61.083,-4.371,10.086,0.509,5,-0.228,3,72.280,14.669,0.000,122.364,6,0,17,0,17,12,28,1.16
uricacid69-93-2,3,0,0,0,0,0,0,-2,168.112,3.660,304.437,0.000,293.306,11.131,0.000,461.721,3.250,4.750,0.0290087,0.0281280,0.9489739,12.430,5.656,11.986,11.961,-1.555,-3.744,-1.180,-2.411,16.386,-1.608,5.813,-6.886,9.010,0.741,0,-0.693,2,39.579,0.000,0.000,146.929,7,0,9,0,9,0,12,-2.17
